Input_angles1, Input_angles2, Calc_angles1,Calc_angles2, Voltage1,Voltage2,Voltage3,Voltage4,Calc_angles
0,0,0,0,0,0,0,0,                                                                                                                                 29,-30,55.00,55.00,49.00,46.00,7.77,-1.65,

-4,21,50.00,50.00,50.00,51.00,-0.57,0.57,

-3,21,42.00,52.00,49.00,50.00,-2.89,-5.09,

-2,21,51.00,51.00,50.00,50.00,1.12,0.00,

-1,21,51.00,51.00,50.00,50.00,1.12,0.00,

0,21,51.00,51.00,50.00,51.00,0.56,0.56,

1,21,48.00,52.00,48.00,52.00,0.00,0.00,

2,21,46.00,51.00,48.00,50.00,-0.58,-1.74,

3,21,51.00,50.00,50.00,51.00,0.00,1.12,

4,21,50.00,50.00,50.00,50.00,0.00,0.00,

5,21,49.00,50.00,49.00,50.00,0.00,0.00,

6,21,54.00,52.00,32.00,49.00,13.27,10.45,

7,21,51.00,51.00,50.00,50.00,1.12,0.00,

8,21,51.00,51.00,50.00,50.00,1.12,0.00,

9,21,52.00,51.00,50.00,51.00,1.11,1.11,

10,21,63.00,63.00,51.00,51.00,10.78,0.00,

11,21,54.00,52.00,49.00,51.00,3.24,2.18,

12,21,51.00,50.00,50.00,51.00,0.00,1.12,

13,21,51.00,50.00,50.00,50.00,0.57,0.57,

14,21,51.00,50.00,49.00,50.00,1.13,1.13,

15,21,32.00,50.00,49.00,51.00,-10.20,-9.18,

16,21,51.00,51.00,50.00,51.00,0.56,0.56,

17,21,51.00,51.00,50.00,50.00,1.12,0.00,

18,21,51.00,51.00,51.00,51.00,0.00,0.00,

19,21,45.00,50.00,52.00,52.00,-4.95,-2.81,

20,21,44.00,51.00,51.00,49.00,-2.86,-5.04,

21,21,55.00,51.00,50.00,50.00,3.24,2.18,

22,21,51.00,50.00,49.00,50.00,1.13,1.13,

23,21,49.00,51.00,50.00,51.00,-0.57,-0.57,

24,21,48.00,54.00,48.00,50.00,2.25,-2.25,

25,21,51.00,51.00,50.00,50.00,1.12,0.00,

26,21,51.00,50.00,50.00,50.00,0.57,0.57,

27,21,52.00,51.00,50.00,51.00,1.11,1.11,

28,21,48.00,51.00,52.00,51.00,-2.22,-2.22,

29,21,51.00,50.00,49.00,50.00,1.13,1.13,

29,22,53.00,50.00,50.00,50.00,1.67,1.67,

28,22,50.00,50.00,49.00,50.00,0.57,0.57,

27,22,52.00,49.00,47.00,52.00,1.13,4.40,

26,22,53.00,51.00,50.00,51.00,1.65,1.65,

25,22,51.00,51.00,50.00,50.00,1.12,0.00,

24,22,51.00,51.00,50.00,51.00,0.56,0.56,

23,22,49.00,51.00,50.00,51.00,-0.57,-0.57,

22,22,51.00,48.00,51.00,52.00,-2.22,2.22,

21,22,50.00,50.00,50.00,50.00,0.00,0.00,

20,22,51.00,51.00,50.00,50.00,1.12,0.00,

19,22,50.00,50.00,50.00,50.00,0.00,0.00,

18,22,46.00,49.00,50.00,51.00,-3.40,-1.16,

17,22,46.00,50.00,49.00,51.00,-2.29,-1.16,

16,22,51.00,51.00,50.00,50.00,1.12,0.00,

15,22,51.00,51.00,50.00,51.00,0.56,0.56,

14,22,53.00,51.00,50.00,50.00,2.20,1.11,

13,22,48.00,50.00,48.00,49.00,0.58,-0.58,

12,22,50.00,50.00,50.00,50.00,0.00,0.00,

11,22,51.00,50.00,50.00,50.00,0.57,0.57,

10,22,51.00,50.00,49.00,50.00,1.13,1.13,

9,22,53.00,50.00,49.00,50.00,2.22,2.22,

8,22,49.00,51.00,49.00,50.00,0.57,-0.57,

7,22,51.00,51.00,50.00,51.00,0.56,0.56,

6,22,63.00,51.00,50.00,51.00,6.51,6.51,

5,22,51.00,52.00,50.00,50.00,1.67,-0.56,

4,22,54.00,50.00,49.00,50.00,2.75,2.75,

3,22,50.00,50.00,50.00,50.00,0.00,0.00,

2,22,51.00,50.00,50.00,50.00,0.57,0.57,

1,22,50.00,50.00,50.00,49.00,0.57,-0.57,

0,22,54.00,52.00,48.00,51.00,3.78,2.73,

-1,22,49.00,51.00,50.00,50.00,0.00,-1.13,

-2,22,51.00,51.00,50.00,50.00,1.12,0.00,

-3,22,51.00,59.00,50.00,51.00,4.68,-3.67,

-4,22,51.00,50.00,51.00,51.00,-0.56,0.56,

-5,22,42.00,50.00,50.00,52.00,-5.60,-3.43,

-6,22,50.00,51.00,50.00,50.00,0.57,-0.57,

-7,22,52.00,51.00,50.00,50.00,1.67,0.56,

-8,22,56.00,50.00,50.00,50.00,3.24,3.24,

-9,22,42.00,50.00,51.00,49.00,-4.57,-5.65,

-10,22,48.00,50.00,50.00,51.00,-1.70,-0.57,

-11,22,51.00,51.00,50.00,50.00,1.12,0.00,

-12,22,51.00,51.00,51.00,51.00,0.00,0.00,

-13,22,51.00,51.00,51.00,51.00,0.00,0.00,

-14,22,52.00,52.00,49.00,50.00,2.75,0.56,

-15,22,50.00,50.00,50.00,50.00,0.00,0.00,

-16,22,63.00,50.00,50.00,50.00,6.56,6.56,

-17,22,50.00,50.00,49.00,49.00,1.15,0.00,

-18,22,53.00,51.00,51.00,49.00,2.20,0.00,

-19,22,54.00,50.00,49.00,52.00,1.65,3.78,

-20,22,51.00,51.00,50.00,50.00,1.12,0.00,

-21,22,52.00,50.00,50.00,50.00,1.12,1.12,

-22,22,51.00,51.00,50.00,51.00,0.56,0.56,

-23,22,50.00,49.00,50.00,51.00,-1.13,1.13,

-24,22,51.00,49.00,51.00,50.00,-0.57,0.57,

-25,22,51.00,50.00,49.00,50.00,1.13,1.13,

-26,22,50.00,50.00,49.00,50.00,0.57,0.57,

-27,22,50.00,50.00,48.00,50.00,1.15,1.15,

-28,22,47.00,49.00,47.00,50.00,-0.59,0.59,

-29,22,52.00,51.00,50.00,50.00,1.67,0.56,

-30,22,51.00,51.00,50.00,50.00,1.12,0.00,

-30,23,52.00,58.00,50.00,51.00,4.68,-2.65,

-29,23,52.00,51.00,49.00,51.00,1.67,1.67,

-28,23,55.00,52.00,49.00,50.00,4.28,2.18,

-27,23,50.00,51.00,50.00,50.00,0.57,-0.57,

-26,23,51.00,51.00,50.00,50.00,1.12,0.00,

-25,23,49.00,50.00,50.00,50.00,-0.57,-0.57,

-24,23,40.00,50.00,47.00,52.00,-5.19,-2.95,

-23,23,50.00,50.00,51.00,51.00,-1.12,0.00,

-22,23,50.00,50.00,50.00,50.00,0.00,0.00,

-21,23,51.00,51.00,50.00,50.00,1.12,0.00,

-20,23,52.00,51.00,50.00,51.00,1.11,1.11,

-19,23,42.00,49.00,51.00,51.00,-6.16,-4.00,

-18,23,52.00,51.00,50.00,50.00,1.67,0.56,

-17,23,51.00,50.00,49.00,50.00,1.13,1.13,

-16,23,51.00,50.00,49.00,50.00,1.13,1.13,

-15,23,51.00,50.00,49.00,51.00,0.57,1.68,

-14,23,55.00,50.00,52.00,50.00,1.64,1.64,

-13,23,51.00,50.00,50.00,51.00,0.00,1.12,

-12,23,51.00,51.00,50.00,51.00,0.56,0.56,

-11,23,52.00,51.00,50.00,51.00,1.11,1.11,

-10,23,51.00,52.00,50.00,51.00,1.11,0.00,

-9,23,46.00,95.00,47.00,52.00,16.59,-17.22,

-8,23,51.00,50.00,50.00,50.00,0.57,0.57,

-7,23,51.00,50.00,50.00,50.00,0.57,0.57,

-6,23,49.00,50.00,50.00,50.00,-0.57,-0.57,

-5,23,54.00,52.00,51.00,51.00,2.16,1.09,

-4,23,52.00,51.00,51.00,50.00,1.11,0.00,

-3,23,51.00,51.00,50.00,51.00,0.56,0.56,

-2,23,52.00,51.00,50.00,51.00,1.11,1.11,

-1,23,51.00,51.00,50.00,51.00,0.56,0.56,

0,23,48.00,51.00,50.00,49.00,0.00,-2.27,

1,23,51.00,52.00,50.00,50.00,1.67,-0.56,

2,23,51.00,50.00,50.00,50.00,0.57,0.57,

3,23,51.00,50.00,50.00,50.00,0.57,0.57,

4,23,54.00,52.00,50.00,51.00,2.70,1.64,

5,23,52.00,52.00,48.00,51.00,2.75,1.67,

6,23,51.00,51.00,50.00,51.00,0.56,0.56,

7,23,51.00,51.00,50.00,50.00,1.12,0.00,

8,23,52.00,51.00,50.00,51.00,1.11,1.11,

9,23,43.00,50.00,50.00,50.00,-4.00,-4.00,

10,23,46.00,51.00,50.00,50.00,-1.72,-2.83,

11,23,51.00,50.00,50.00,50.00,0.57,0.57,

12,23,50.00,50.00,49.00,50.00,0.57,0.57,

13,23,91.00,50.00,50.00,50.00,16.21,16.21,

14,23,51.00,52.00,47.00,49.00,3.89,0.57,

15,23,51.00,51.00,50.00,50.00,1.12,0.00,

16,23,51.00,51.00,50.00,50.00,1.12,0.00,

17,23,53.00,51.00,50.00,51.00,1.65,1.65,

18,23,54.00,49.00,51.00,50.00,1.11,2.20,

19,23,55.00,50.00,47.00,50.00,4.36,4.36,

20,23,51.00,50.00,50.00,50.00,0.57,0.57,

21,23,51.00,50.00,49.00,50.00,1.13,1.13,

22,23,50.00,50.00,49.00,50.00,0.57,0.57,

23,23,45.00,49.00,47.00,51.00,-2.34,0.00,

24,23,51.00,51.00,50.00,51.00,0.56,0.56,

25,23,51.00,51.00,50.00,51.00,0.56,0.56,

26,23,52.00,51.00,50.00,51.00,1.11,1.11,

27,23,54.00,51.00,48.00,51.00,3.27,3.27,

28,23,55.00,50.00,50.00,49.00,3.27,2.20,

29,23,51.00,51.00,50.00,50.00,1.12,0.00,

29,24,40.00,56.00,50.00,50.00,-2.29,-8.58,

28,24,50.00,50.00,49.00,50.00,0.57,0.57,

27,24,52.00,36.00,51.00,51.00,-7.82,8.83,

26,24,48.00,52.00,51.00,54.00,-2.73,-0.56,

25,24,51.00,51.00,50.00,51.00,0.56,0.56,

24,24,51.00,51.00,50.00,51.00,0.56,0.56,

23,24,52.00,51.00,50.00,51.00,1.11,1.11,

22,24,55.00,49.00,52.00,49.00,1.65,1.65,

21,24,55.00,50.00,50.00,50.00,2.73,2.73,

20,24,50.00,32.00,50.00,50.00,-10.20,10.20,

19,24,51.00,50.00,49.00,50.00,1.13,1.13,

18,24,47.00,52.00,48.00,49.00,1.16,-2.29,

17,24,48.00,50.00,52.00,50.00,-2.25,-2.25,

16,24,51.00,51.00,50.00,50.00,1.12,0.00,

15,24,51.00,51.00,50.00,50.00,1.12,0.00,

14,24,53.00,51.00,51.00,51.00,1.10,1.10,

13,24,53.00,52.00,50.00,50.00,2.73,0.56,

12,24,32.00,52.00,50.00,50.00,-9.09,-11.09,

11,24,51.00,50.00,50.00,50.00,0.57,0.57,

10,24,51.00,50.00,49.00,50.00,1.13,1.13,

9,24,51.00,51.00,48.00,49.00,2.81,0.57,

8,24,45.00,49.00,50.00,51.00,-3.96,-1.74,

7,24,51.00,51.00,50.00,51.00,0.56,0.56,

6,24,57.00,50.00,50.00,87.00,-12.35,16.99,

5,24,52.00,51.00,50.00,50.00,1.67,0.56,

4,24,53.00,51.00,49.00,51.00,2.20,2.20,

3,24,51.00,51.00,50.00,50.00,1.12,0.00,

2,24,50.00,50.00,50.00,50.00,0.00,0.00,

1,24,49.00,50.00,49.00,50.00,0.00,0.00,

0,24,51.00,50.00,50.00,50.00,0.57,0.57,

-1,24,53.00,49.00,49.00,51.00,1.12,3.30,

-2,24,51.00,51.00,50.00,51.00,0.56,0.56,

-3,24,51.00,51.00,50.00,50.00,1.12,0.00,

-4,24,53.00,51.00,51.00,51.00,1.10,1.10,

-5,24,45.00,51.00,47.00,49.00,0.00,-2.34,

-6,24,55.00,51.00,50.00,52.00,2.16,3.21,

-7,24,51.00,51.00,50.00,50.00,1.12,0.00,

-8,24,51.00,50.00,50.00,50.00,0.57,0.57,

-9,24,49.00,50.00,50.00,50.00,-0.57,-0.57,

-10,24,48.00,52.00,51.00,50.00,-0.57,-2.78,

-11,24,51.00,51.00,50.00,50.00,1.12,0.00,

-12,24,51.00,51.00,50.00,50.00,1.12,0.00,

-13,24,51.00,51.00,50.00,51.00,0.56,0.56,

-14,24,46.00,51.00,51.00,51.00,-2.81,-2.81,

-15,24,49.00,50.00,50.00,50.00,-0.57,-0.57,

-16,24,51.00,51.00,50.00,50.00,1.12,0.00,

-17,24,51.00,50.00,50.00,50.00,0.57,0.57,

-18,24,48.00,50.00,49.00,50.00,-0.58,-0.58,

-19,24,48.00,51.00,50.00,51.00,-1.13,-1.13,

-20,24,52.00,51.00,50.00,51.00,1.11,1.11,

-21,24,55.00,50.00,50.00,51.00,2.18,3.24,

-22,24,52.00,51.00,50.00,51.00,1.11,1.11,

-23,24,54.00,50.00,51.00,52.00,0.55,2.70,

-24,24,52.00,50.00,47.00,51.00,2.25,3.33,

-25,24,51.00,50.00,50.00,50.00,0.57,0.57,

-26,24,50.00,50.00,50.00,50.00,0.00,0.00,

-27,24,50.00,50.00,49.00,50.00,0.57,0.57,

-28,24,47.00,52.00,49.00,51.00,-0.57,-1.70,

-29,24,51.00,50.00,50.00,51.00,0.00,1.12,

-30,24,50.00,50.00,50.00,50.00,0.00,0.00,

-30,25,79.00,32.00,50.00,50.00,5.66,20.02,

-29,25,51.00,51.00,50.00,51.00,0.56,0.56,

-28,25,43.00,49.00,49.00,52.00,-5.09,-1.75,

-27,25,51.00,50.00,49.00,50.00,1.13,1.13,

-26,25,50.00,50.00,49.00,50.00,0.57,0.57,

-25,25,55.00,50.00,49.00,50.00,3.27,3.27,

-24,25,45.00,49.00,51.00,48.00,-2.89,-4.00,

-23,25,51.00,48.00,52.00,50.00,-1.68,0.57,

-22,25,51.00,50.00,50.00,40.00,6.22,-5.14,

-21,25,52.00,50.00,50.00,50.00,1.12,1.12,

-20,25,50.00,51.00,50.00,51.00,0.00,0.00,

-19,25,54.00,49.00,48.00,49.00,3.33,3.33,

-18,25,50.00,50.00,49.00,50.00,0.57,0.57,

-17,25,50.00,50.00,50.00,50.00,0.00,0.00,

-16,25,50.00,49.00,49.00,50.00,0.00,1.15,

-15,25,48.00,50.00,49.00,50.00,-0.58,-0.58,

-14,25,53.00,52.00,50.00,52.00,1.64,1.64,

-13,25,51.00,50.00,50.00,50.00,0.57,0.57,

-12,25,51.00,50.00,50.00,50.00,0.57,0.57,

-11,25,51.00,51.00,50.00,51.00,0.56,0.56,

-10,25,49.00,50.00,49.00,50.00,0.00,0.00,

-9,25,54.00,52.00,47.00,50.00,4.85,2.75,

-8,25,51.00,50.00,49.00,50.00,1.13,1.13,

-7,25,50.00,50.00,50.00,50.00,0.00,0.00,

-6,25,50.00,50.00,49.00,50.00,0.57,0.57,

-5,25,54.00,49.00,51.00,50.00,1.11,2.20,

-4,25,51.00,51.00,50.00,50.00,1.12,0.00,

-3,25,51.00,51.00,50.00,50.00,1.12,0.00,

-2,25,51.00,51.00,50.00,51.00,0.56,0.56,

-1,25,50.00,51.00,49.00,50.00,1.13,0.00,

0,25,53.00,50.00,51.00,51.00,0.56,1.65,

1,25,50.00,50.00,50.00,50.00,0.00,0.00,

2,25,51.00,51.00,49.00,50.00,1.68,0.57,

3,25,50.00,50.00,49.00,49.00,1.15,0.00,

4,25,51.00,49.00,50.00,49.00,0.57,0.57,

5,25,54.00,50.00,52.00,48.00,2.20,0.00,

6,25,51.00,50.00,50.00,50.00,0.57,0.57,

7,25,51.00,50.00,50.00,50.00,0.57,0.57,

8,25,51.00,51.00,51.00,51.00,0.00,0.00,

9,25,51.00,52.00,49.00,51.00,1.67,0.56,

10,25,51.00,50.00,50.00,49.00,1.13,0.00,

11,25,51.00,50.00,49.00,50.00,1.13,1.13,

12,25,51.00,50.00,49.00,50.00,1.13,1.13,

13,25,51.00,50.00,50.00,50.00,0.57,0.57,

14,25,42.00,50.00,51.00,51.00,-5.60,-4.53,

15,25,50.00,50.00,50.00,51.00,-0.57,0.57,

16,25,51.00,50.00,50.00,50.00,0.57,0.57,

17,25,51.00,51.00,50.00,51.00,0.56,0.56,

18,25,53.00,49.00,49.00,49.00,2.25,2.25,

19,25,41.00,52.00,47.00,51.00,-2.92,-4.04,

20,25,51.00,50.00,49.00,50.00,1.13,1.13,

21,25,50.00,51.00,50.00,50.00,0.57,-0.57,

22,25,50.00,49.00,49.00,50.00,0.00,1.15,

23,25,54.00,50.00,50.00,50.00,2.20,2.20,

24,25,50.00,51.00,50.00,50.00,0.57,-0.57,

25,25,51.00,50.00,50.00,50.00,0.57,0.57,

26,25,51.00,51.00,50.00,51.00,0.56,0.56,

27,25,50.00,51.00,51.00,50.00,0.00,-1.12,

28,25,41.00,52.00,51.00,52.00,-5.55,-5.55,

29,25,51.00,50.00,50.00,50.00,0.57,0.57,

29,26,50.00,57.00,49.00,50.00,4.28,-3.24,

28,26,48.00,50.00,49.00,50.00,-0.58,-0.58,

27,26,48.00,48.00,46.00,49.00,0.60,1.77,

26,26,51.00,50.00,50.00,51.00,0.00,1.12,

25,26,51.00,51.00,50.00,50.00,1.12,0.00,

24,26,51.00,51.00,50.00,71.00,-8.92,9.77,

23,26,51.00,51.00,50.00,50.00,1.12,0.00,

22,26,51.00,50.00,49.00,51.00,0.57,1.68,

21,26,50.00,50.00,49.00,50.00,0.57,0.57,

20,26,50.00,50.00,49.00,50.00,0.57,0.57,

19,26,48.00,49.00,49.00,49.00,-0.58,-0.58,

18,26,44.00,50.00,50.00,48.00,-2.34,-4.57,

17,26,54.00,50.00,51.00,51.00,1.10,2.18,

16,26,50.00,50.00,49.00,50.00,0.57,0.57,

15,26,50.00,50.00,49.00,50.00,0.57,0.57,

14,26,51.00,51.00,50.00,51.00,0.56,0.56,

13,26,53.00,51.00,51.00,50.00,1.65,0.56,

12,26,48.00,50.00,49.00,49.00,0.00,-1.16,

11,26,51.00,50.00,49.00,50.00,1.13,1.13,

10,26,48.00,49.00,49.00,50.00,-1.16,0.00,

9,26,56.00,50.00,48.00,49.00,4.85,3.81,

8,26,39.00,55.00,48.00,48.00,-1.19,-8.83,

7,26,54.00,50.00,49.00,50.00,2.75,2.75,

6,26,50.00,50.00,49.00,50.00,0.57,0.57,

5,26,52.00,51.00,50.00,51.00,1.11,1.11,

4,26,47.00,51.00,48.00,51.00,-0.58,-0.58,

3,26,55.00,48.00,51.00,49.00,1.67,2.75,

2,26,50.00,50.00,49.00,50.00,0.57,0.57,

1,26,50.00,50.00,49.00,50.00,0.57,0.57,

0,26,52.00,50.00,48.00,49.00,2.81,1.70,

-1,26,40.00,49.00,51.00,50.00,-6.78,-5.71,

-2,26,50.00,50.00,49.00,49.00,1.15,0.00,

-3,26,50.00,50.00,49.00,50.00,0.57,0.57,

-4,26,50.00,50.00,50.00,51.00,-0.57,0.57,

-5,26,52.00,50.00,50.00,51.00,0.56,1.67,

-6,26,52.00,50.00,51.00,48.00,1.68,-0.57,

-7,26,49.00,50.00,49.00,49.00,0.58,-0.58,

-8,26,50.00,50.00,49.00,50.00,0.57,0.57,

-9,26,50.00,49.00,48.00,49.00,1.16,1.16,

-10,26,48.00,50.00,47.00,49.00,1.17,0.00,

-11,26,54.00,49.00,50.00,48.00,2.78,1.68,

-12,26,50.00,50.00,50.00,50.00,0.00,0.00,

-13,26,50.00,50.00,50.00,50.00,0.00,0.00,

-14,26,51.00,50.00,50.00,50.00,0.57,0.57,

-15,26,51.00,51.00,49.00,51.00,1.12,1.12,

-16,26,51.00,48.00,46.00,50.00,1.74,3.96,

-17,26,50.00,50.00,49.00,50.00,0.57,0.57,

-18,26,50.00,50.00,49.00,50.00,0.57,0.57,

-19,26,50.00,50.00,49.00,49.00,1.15,0.00,

-20,26,53.00,51.00,50.00,48.00,3.30,0.00,

-21,26,51.00,48.00,50.00,49.00,0.00,1.15,

-22,26,51.00,50.00,49.00,50.00,1.13,1.13,

-23,26,50.00,50.00,49.00,50.00,0.57,0.57,

-24,26,50.00,50.00,50.00,50.00,0.00,0.00,

-25,26,55.00,50.00,50.00,51.00,2.18,3.24,

-26,26,49.00,50.00,48.00,51.00,0.00,1.15,

-27,26,51.00,50.00,49.00,50.00,1.13,1.13,

-28,26,50.00,50.00,49.00,50.00,0.57,0.57,

-29,26,48.00,50.00,48.00,49.00,0.58,-0.58,

-30,26,51.00,50.00,48.00,48.00,2.83,0.58,

-30,27,51.00,51.00,51.00,51.00,0.00,0.00,

-29,27,50.00,50.00,49.00,49.00,1.15,0.00,

-28,27,51.00,50.00,49.00,50.00,1.13,1.13,

-27,27,51.00,50.00,50.00,50.00,0.57,0.57,

-26,27,53.00,48.00,46.00,50.00,2.83,4.99,

-25,27,50.00,50.00,49.00,50.00,0.57,0.57,

-24,27,50.00,50.00,49.00,50.00,0.57,0.57,

-23,27,50.00,50.00,49.00,49.00,1.15,0.00,

-22,27,48.00,50.00,49.00,50.00,-0.58,-0.58,

-21,27,53.00,52.00,50.00,50.00,2.73,0.56,

-20,27,51.00,50.00,49.00,50.00,1.13,1.13,

-19,27,50.00,50.00,49.00,50.00,0.57,0.57,

-18,27,51.00,51.00,50.00,51.00,0.56,0.56,

-17,27,40.00,48.00,48.00,51.00,-6.34,-2.98,

-16,27,50.00,50.00,50.00,50.00,0.00,0.00,

-15,27,50.00,50.00,49.00,50.00,0.57,0.57,

-14,27,50.00,50.00,49.00,50.00,0.57,0.57,

-13,27,48.00,49.00,49.00,49.00,-0.58,-0.58,

-12,27,52.00,47.00,49.00,55.00,-2.75,5.87,

-11,27,50.00,50.00,49.00,50.00,0.57,0.57,

-10,27,50.00,50.00,50.00,50.00,0.00,0.00,

-9,27,51.00,51.00,50.00,50.00,1.12,0.00,

-8,27,55.00,50.00,51.00,51.00,1.64,2.70,

-7,27,41.00,51.00,47.00,48.00,-1.81,-5.25,

-6,27,50.00,50.00,49.00,50.00,0.57,0.57,

-5,27,50.00,50.00,49.00,50.00,0.57,0.57,

-4,27,49.00,49.00,49.00,49.00,0.00,0.00,

-3,27,40.00,50.00,50.00,50.00,-5.71,-5.71,

-2,27,46.00,50.00,48.00,49.00,-0.59,-1.75,

-1,27,51.00,50.00,49.00,50.00,1.13,1.13,

0,27,51.00,50.00,49.00,50.00,1.13,1.13,

1,27,50.00,50.00,50.00,50.00,0.00,0.00,

2,27,42.00,50.00,50.00,51.00,-5.09,-4.00,

3,27,48.00,49.00,49.00,49.00,-0.58,-0.58,

4,27,51.00,50.00,49.00,50.00,1.13,1.13,

5,27,39.00,49.00,49.00,49.00,-5.83,-5.83,

6,27,47.00,50.00,49.00,63.00,-7.63,5.71,

7,27,39.00,51.00,50.00,49.00,-5.19,-7.33,

8,27,50.00,50.00,50.00,50.00,0.00,0.00,

9,27,51.00,50.00,49.00,50.00,1.13,1.13,

10,27,51.00,50.00,50.00,51.00,0.00,1.12,

11,27,48.00,50.00,50.00,51.00,-1.70,-0.57,

12,27,44.00,48.00,47.00,49.00,-2.39,-1.21,

13,27,50.00,50.00,49.00,49.00,1.15,0.00,

14,27,50.00,50.00,49.00,50.00,0.57,0.57,

15,27,50.00,49.00,48.00,49.00,1.16,1.16,

16,27,50.00,51.00,48.00,48.00,2.83,-0.58,

17,27,52.00,50.00,49.00,49.00,2.25,1.13,

18,27,50.00,50.00,49.00,50.00,0.57,0.57,

19,27,51.00,51.00,50.00,50.00,1.12,0.00,

20,27,51.00,50.00,49.00,50.00,1.13,1.13,

21,27,49.00,49.00,51.00,49.00,-1.15,-1.15,

22,27,50.00,50.00,49.00,50.00,0.57,0.57,

23,27,50.00,50.00,49.00,50.00,0.57,0.57,

24,27,50.00,49.00,49.00,49.00,0.58,0.58,

25,27,51.00,51.00,49.00,48.00,2.81,-0.57,

26,27,52.00,51.00,51.00,50.00,1.11,0.00,

27,27,50.00,50.00,49.00,50.00,0.57,0.57,

28,27,50.00,50.00,50.00,50.00,0.00,0.00,

29,27,52.00,50.00,50.00,51.00,0.56,1.67,

29,28,57.00,49.00,51.00,48.00,3.78,2.73,

28,28,54.00,50.00,50.00,50.00,2.20,2.20,

27,28,50.00,59.00,49.00,50.00,5.24,-4.24,

26,28,48.00,49.00,49.00,49.00,-0.58,-0.58,

25,28,51.00,49.00,49.00,50.00,0.57,1.70,

24,28,53.00,51.00,48.00,49.00,3.85,1.68,

23,28,50.00,50.00,49.00,50.00,0.57,0.57,

22,28,50.00,50.00,49.00,50.00,0.57,0.57,

21,28,51.00,50.00,49.00,50.00,1.13,1.13,

20,28,50.00,52.00,47.00,51.00,2.25,1.13,

19,28,50.00,49.00,49.00,50.00,0.00,1.15,

18,28,51.00,50.00,49.00,50.00,1.13,1.13,

17,28,51.00,49.00,49.00,49.00,1.15,1.15,

16,28,49.00,50.00,48.00,49.00,1.16,0.00,

15,28,54.00,49.00,51.00,49.00,1.67,1.67,

14,28,36.00,50.00,49.00,50.00,-7.48,-7.48,

13,28,50.00,50.00,49.00,50.00,0.57,0.57,

12,28,51.00,50.00,49.00,50.00,1.13,1.13,

11,28,44.00,50.00,50.00,49.00,-2.89,-4.00,

10,28,54.00,50.00,48.00,49.00,3.85,2.78,

9,28,50.00,50.00,49.00,50.00,0.57,0.57,

8,28,52.00,49.00,49.00,49.00,1.70,1.70,

7,28,50.00,50.00,48.00,49.00,1.72,0.58,

6,28,47.00,48.00,46.00,48.00,0.60,0.60,

5,28,51.00,50.00,49.00,50.00,1.13,1.13,

4,28,51.00,50.00,49.00,50.00,1.13,1.13,

3,28,51.00,50.00,50.00,50.00,0.57,0.57,

2,28,54.00,50.00,51.00,49.00,2.20,1.11,

1,28,51.00,50.00,50.00,48.00,1.70,-0.57,

0,28,50.00,50.00,49.00,50.00,0.57,0.57,

-1,28,50.00,50.00,49.00,50.00,0.57,0.57,

-2,28,48.00,49.00,49.00,49.00,-0.58,-0.58,

-3,28,39.00,48.00,49.00,49.00,-6.40,-5.30,

-4,28,51.00,50.00,49.00,50.00,1.13,1.13,

-5,28,51.00,50.00,49.00,50.00,1.13,1.13,

-6,28,51.00,50.00,50.00,50.00,0.57,0.57,

-7,28,41.00,51.00,46.00,49.00,-1.81,-4.13,

-8,28,48.00,50.00,51.00,49.00,-1.15,-2.27,

-9,28,32.00,50.00,49.00,50.00,-9.74,-9.74,

-10,28,48.00,50.00,49.00,49.00,0.00,-1.16,

-11,28,48.00,50.00,49.00,49.00,0.00,-1.16,

-12,28,40.00,51.00,49.00,48.00,-3.54,-6.84,

-13,28,50.00,50.00,49.00,50.00,0.57,0.57,

-14,28,50.00,50.00,49.00,50.00,0.57,0.57,

-15,28,51.00,50.00,50.00,50.00,0.57,0.57,

-16,28,54.00,49.00,50.00,51.00,1.11,3.27,

-17,28,44.00,51.00,51.00,51.00,-3.93,-3.93,

-18,28,51.00,50.00,49.00,50.00,1.13,1.13,

-19,28,50.00,50.00,49.00,49.00,1.15,0.00,

-20,28,50.00,50.00,49.00,49.00,1.15,0.00,

-21,28,50.00,51.00,50.00,50.00,0.57,-0.57,

-22,28,50.00,50.00,49.00,50.00,0.57,0.57,

-23,28,50.00,50.00,50.00,50.00,0.00,0.00,

-24,28,50.00,51.00,50.00,50.00,0.57,-0.57,

-25,28,52.00,50.00,48.00,50.00,2.25,2.25,

